Loan ID,Borrower Name,City,Annual Income,Education,Profession,Total Loan Approved Amount,Total Amount Drawn,Exposure at Default,Recovery,Costs of Recovery,Probability of Default ,Internal Bank Rating,LGD,EL
L658,Name 658,Mumbai,535659,Post Graduate,FreeLancer,27952,5772,20964,2795.2,27.952,49,BB,10.65,1093.974
L659,Name 659,Mumbai,480337,Graduate,Doctor,68538,3486,51403.5,6853.8,68.538,86,AA,-4.91,-2172.231
L660,Name 660,Mumbai,508900,Ph.D,Business in HealthCare,82194,1345,61645.5,8219.4,82.194,12,BB,-8.36,-618.696
L661,Name 661,Mumbai,958671,Post Graduate,Business in Textile,75704,8365,56778,7570.4,75.704,63,AA,1.05,375.4485
L662,Name 662,Mumbai,732379,Graduate,Private,78180,1727,58635,7818,78.18,42,BB,-7.79,-1918.665
L663,Name 663,Mumbai,616726,Ph.D,Government,97311,6440,72983.25,9731.1,97.311,59,AA,-3.38,-1456.31175
L664,Name 664,Mumbai,716162,Post Graduate,Business in Auto Parts,50195,7815,37646.25,5019.5,50.195,48,BB,5.57,1006.38
L665,Name 665,Mumbai,301671,Graduate,FreeLancer,60514,7209,45385.5,6051.4,60.514,74,AA,1.91,642.468
L666,Name 666,Mumbai,574637,Ph.D,Non Profit Organization,92898,4204,69673.5,9289.8,92.898,79,BB,-5.47,-3013.3365
L667,Name 667,Mumbai,559284,Post Graduate,Business in HealthCare,96962,1093,72721.5,9696.2,96.962,53,AA,-8.87,-3419.772
L668,Name 668,Mumbai,285661,Graduate,Private,42053,9751,31539.75,4205.3,42.053,72,BB,13.19,2994.678
L669,Name 669,Mumbai,353791,Ph.D,Business in Education,68886,4453,51664.5,6888.6,68.886,19,AA,-3.54,-347.073
L670,Name 670,Mumbai,495339,Post Graduate,Government,39116,7593,29337,3911.6,39.116,42,BB,9.41,1159.641
L671,Name 671,Mumbai,302693,Graduate,FreeLancer,94446,4462,70834.5,9444.6,94.446,22,AA,-5.28,-822.129
L672,Name 672,Mumbai,898240,Ph.D,Doctor,78332,7857,58749,7833.2,78.332,5,BB,0.03,0.8925
L673,Name 673,Mumbai,684504,Post Graduate,Business in HealthCare,81859,5251,61394.25,8185.9,81.859,87,AA,-3.59,-1915.02225
L674,Name 674,Mumbai,392136,Graduate,Business in Textile,30526,4296,22894.5,3052.6,30.526,93,BB,4.07,867.2715
L675,Name 675,Mumbai,626104,Ph.D,Private,96314,2231,72235.5,9631.4,96.314,52,AA,-7.68,-2886.156
L676,Name 676,Mumbai,556124,Post Graduate,Government,90051,9491,67538.25,9005.1,90.051,1,BB,0.54,3.64425
L677,Name 677,Mumbai,693721,Graduate,Business in Auto Parts,61253,1399,45939.75,6125.3,61.253,83,AA,-7.72,-2942.12175
L678,Name 678,Mumbai,217515,Ph.D,FreeLancer,99467,6518,74600.25,9946.7,99.467,44,BB,-3.45,-1131.471
L679,Name 679,Mumbai,322088,Post Graduate,Non Profit Organization,73434,5583,55075.5,7343.4,73.434,1,AA,-2.40,-13.203
L680,Name 680,Mumbai,850069,Graduate,Business in HealthCare,70936,5957,53202,7093.6,70.936,87,BB,-1.60,-741.6315
L681,Name 681,Mumbai,750739,Ph.D,Private,91490,6895,68617.5,9149,91.49,52,AA,-2.46,-879.06
L682,Name 682,Mumbai,264476,Post Graduate,Business in Education,45429,5138,34071.75,4542.9,45.429,60,BB,1.31,267.795
L683,Name 683,Mumbai,892534,Graduate,Government,83171,1766,62378.25,8317.1,83.171,65,AA,-7.88,-3193.66125
L684,Name 684,Mumbai,971850,Ph.D,FreeLancer,20936,2660,15702,2093.6,20.936,80,BB,2.71,339.84
L685,Name 685,Mumbai,463724,Post Graduate,Doctor,23621,9199,17715.75,2362.1,23.621,35,AA,28.94,1794.68625
L686,Name 686,Mumbai,131104,Graduate,Business in HealthCare,55869,9453,41901.75,5586.9,55.869,2,BB,6.92,57.9915
L687,Name 687,Mumbai,181002,Ph.D,Business in Textile,35265,7542,26448.75,3526.5,35.265,31,AA,11.39,933.60375
L688,Name 688,Mumbai,375057,Post Graduate,Private,43534,5073,32650.5,4353.4,43.534,41,BB,1.65,221.277
L689,Name 689,Mumbai,637025,Graduate,Government,91596,4058,68697,9159.6,91.596,29,AA,-5.57,-1109.598
L690,Name 690,Mumbai,908787,Ph.D,Business in Auto Parts,59597,9739,44697.75,5959.7,59.597,49,BB,6.34,1388.89275
L691,Name 691,Mumbai,400481,Post Graduate,FreeLancer,49477,6665,37107.75,4947.7,49.477,44,AA,3.47,566.709
L692,Name 692,Mumbai,536712,Graduate,Non Profit Organization,86825,3589,65118.75,8682.5,86.825,24,BB,-5.87,-916.83
L693,Name 693,Mumbai,960433,Ph.D,Business in HealthCare,88024,2914,66018,8802.4,88.024,77,AA,-6.69,-3400.551
L694,Name 694,Mumbai,207039,Post Graduate,Private,17366,5315,13024.5,1736.6,17.366,40,BB,20.61,1073.52
L695,Name 695,Mumbai,336892,Graduate,Business in Education,97785,5857,73338.75,9778.5,97.785,28,AA,-4.01,-823.515
L696,Name 696,Mumbai,967341,Ph.D,Government,99945,4628,74958.75,9994.5,99.945,17,BB,-5.37,-684.22875
L697,Name 697,Mumbai,460839,Post Graduate,FreeLancer,15681,4341,11760.75,1568.1,15.681,45,AA,17.68,935.85375
L698,Name 698,Mumbai,208551,Graduate,Doctor,95947,5794,71960.25,9594.7,95.947,51,BB,-3.96,-1453.76775
L699,Name 699,Mumbai,535848,Ph.D,Business in HealthCare,70633,3442,52974.75,7063.3,70.633,27,AA,-5.13,-733.31325
L700,Name 700,Mumbai,969789,Post Graduate,Business in Textile,90651,6399,67988.25,9065.1,90.651,85,BB,-2.94,-1699.63875
L701,Name 701,Mumbai,438766,Graduate,Private,14852,5455,11139,1485.2,14.852,18,AA,26.73,535.923
L702,Name 702,Mumbai,626715,Ph.D,Government,19889,4602,14916.75,1988.9,19.889,57,BB,13.14,1117.10025
L703,Name 703,Mumbai,599752,Post Graduate,Business in Auto Parts,96914,6105,72685.5,9691.4,96.914,65,AA,-3.70,-1748.37
L704,Name 704,Mumbai,102302,Graduate,FreeLancer,29245,6410,21933.75,2924.5,29.245,60,BB,11.92,1568.475
L705,Name 705,Mumbai,234411,Ph.D,Non Profit Organization,85164,3008,63873,8516.4,85.164,87,AA,-6.47,-3594.231
L706,Name 706,Mumbai,732685,Post Graduate,Business in HealthCare,59289,4943,44466.75,5928.9,59.289,52,BB,-1.66,-384.501
L707,Name 707,Mumbai,106452,Graduate,Private,99922,3479,74941.5,9992.2,99.922,75,AA,-6.52,-3663.675
L708,Name 708,Mumbai,726291,Ph.D,Business in Education,28559,8426,21419.25,2855.9,28.559,93,BB,19.50,3885.14475
L709,Name 709,Mumbai,978175,Post Graduate,Government,38084,7229,28563,3808.4,38.084,69,AA,8.98,1770.1605
L710,Name 710,Mumbai,792369,Graduate,FreeLancer,11320,4359,8490,1132,11.32,60,BB,28.51,1452.15
L711,Name 711,Mumbai,324619,Ph.D,Doctor,16831,6100,12623.25,1683.1,16.831,64,AA,26.24,2120.112
L712,Name 712,Mumbai,215520,Post Graduate,Business in HealthCare,33298,2625,24973.5,3329.8,33.298,25,BB,-2.12,-132.15
L713,Name 713,Mumbai,968504,Graduate,Business in Textile,55459,7480,41594.25,5545.9,55.459,93,AA,3.49,1349.03475
L714,Name 714,Mumbai,619949,Ph.D,Private,63344,2594,47508,6334.4,63.344,80,BB,-5.90,-2244.24
L715,Name 715,Mumbai,864902,Post Graduate,Government,86466,7282,64849.5,8646.6,86.466,8,AA,-1.58,-81.876
L716,Name 716,Mumbai,779490,Graduate,Business in Auto Parts,71082,4573,53311.5,7108.2,71.082,61,BB,-3.57,-1159.854
L717,Name 717,Mumbai,967308,Ph.D,FreeLancer,42418,4525,31813.5,4241.8,42.418,30,AA,0.67,63.72
L718,Name 718,Mumbai,816679,Post Graduate,Non Profit Organization,33692,1483,25269,3369.2,33.692,99,BB,-5.60,-1400.5035
L719,Name 719,Mumbai,477960,Graduate,Business in HealthCare,72452,4437,54339,7245.2,72.452,80,AA,-3.88,-1684.92
L720,Name 720,Mumbai,473642,Ph.D,Private,90564,1749,67923,9056.4,90.564,11,BB,-8.07,-602.8605
L721,Name 721,Mumbai,514624,Post Graduate,Business in Education,89184,1819,66888,8918.4,89.184,24,AA,-7.96,-1277.892
L722,Name 722,Mumbai,677066,Graduate,Government,28772,6297,21579,2877.2,28.772,70,BB,11.89,1795.395
L723,Name 723,Mumbai,953565,Ph.D,FreeLancer,94723,1270,71042.25,9472.3,94.723,63,AA,-8.66,-3875.58675
L724,Name 724,Mumbai,701464,Post Graduate,Doctor,54775,8339,41081.25,5477.5,54.775,16,BB,5.22,343.38
L725,Name 725,Mumbai,757528,Graduate,Business in HealthCare,70167,6065,52625.25,7016.7,70.167,20,AA,-1.36,-142.755
L726,Name 726,Mumbai,891415,Ph.D,Business in Textile,82951,8768,62213.25,8295.1,82.951,6,BB,0.57,21.2805
L727,Name 727,Mumbai,161069,Post Graduate,Private,12377,3168,9282.75,1237.7,12.377,45,AA,15.60,651.47625
L728,Name 728,Mumbai,925540,Graduate,Government,81058,1482,60793.5,8105.8,81.058,26,BB,-8.17,-1291.641
L729,Name 729,Mumbai,507920,Ph.D,Business in Auto Parts,15936,8957,11952,1593.6,15.936,31,AA,46.21,1711.9905
L730,Name 730,Mumbai,838271,Post Graduate,FreeLancer,63380,6004,47535,6338,63.38,76,BB,-0.53,-190.38
L731,Name 731,Mumbai,330990,Graduate,Non Profit Organization,90175,1796,67631.25,9017.5,90.175,25,AA,-8.01,-1354.03125
L732,Name 732,Mumbai,427707,Ph.D,Business in HealthCare,68309,3313,51231.75,6830.9,68.309,53,BB,-5.15,-1398.36525
L733,Name 733,Mumbai,785015,Post Graduate,Private,54749,6521,41061.75,5474.9,54.749,74,AA,1.91,580.5855
L734,Name 734,Mumbai,692381,Graduate,Business in Education,67541,8593,50655.75,6754.1,67.541,87,BB,2.72,1199.88225
L735,Name 735,Mumbai,678709,Ph.D,Government,41853,2550,31389.75,4185.3,41.853,37,AA,-3.91,-453.79575
L736,Name 736,Mumbai,385187,Post Graduate,FreeLancer,85341,4989,64005.75,8534.1,85.341,90,BB,-4.15,-2392.9425
L737,Name 737,Mumbai,849917,Graduate,Doctor,82906,3623,62179.5,8290.6,82.906,84,AA,-5.63,-2940.588
L738,Name 738,Mumbai,440872,Ph.D,Business in HealthCare,39937,7258,29952.75,3993.7,39.937,84,BB,8.17,2056.509
L739,Name 739,Mumbai,496572,Post Graduate,Business in Textile,85969,6403,64476.75,8596.9,85.969,6,AA,-2.55,-98.7255
L740,Name 740,Mumbai,218988,Graduate,Private,65011,7091,48758.25,6501.1,65.011,98,BB,0.91,433.5765
L741,Name 741,Mumbai,780113,Ph.D,Government,95071,8104,71303.25,9507.1,95.071,6,AA,-1.48,-63.1395
L742,Name 742,Mumbai,541456,Post Graduate,Business in Auto Parts,43869,3083,32901.75,4386.9,43.869,76,BB,-2.97,-743.223
L743,Name 743,Mumbai,528135,Graduate,FreeLancer,89071,8181,66803.25,8907.1,89.071,79,AA,-0.82,-430.21425
L744,Name 744,Mumbai,702100,Ph.D,Non Profit Organization,75583,2646,56687.25,7558.3,75.583,15,BB,-6.50,-552.63375
L745,Name 745,Mumbai,206163,Post Graduate,Business in HealthCare,81562,7895,61171.5,8156.2,81.562,17,AA,-0.32,-33.303
L746,Name 746,Mumbai,780430,Graduate,Private,81603,1109,61202.25,8160.3,81.603,3,BB,-8.64,-158.65425
L747,Name 747,Mumbai,981764,Ph.D,Business in Education,56843,8975,42632.25,5684.3,56.843,10,AA,5.79,246.8025
L748,Name 748,Mumbai,251173,Post Graduate,Government,28622,7647,21466.5,2862.2,28.622,72,BB,16.72,2583.792
L749,Name 749,Mumbai,434205,Graduate,FreeLancer,96844,4694,72633,9684.4,96.844,99,AA,-5.15,-3705.372
L750,Name 750,Mumbai,719795,Ph.D,Doctor,49665,5065,37248.75,4966.5,49.665,50,BB,0.20,36.9375
L751,Name 751,Mumbai,878157,Post Graduate,Business in HealthCare,70570,5404,52927.5,7057,70.57,19,AA,-2.34,-235.5525
L752,Name 752,Mumbai,345437,Graduate,Business in Textile,50576,4857,37932,5057.6,50.576,64,BB,-0.40,-96.288
L753,Name 753,Mumbai,108894,Ph.D,Private,73596,3678,55197,7359.6,73.596,9,AA,-5.00,-248.508
L754,Name 754,Mumbai,176749,Post Graduate,Government,56871,6986,42653.25,5687.1,56.871,24,BB,2.28,233.802
L755,Name 755,Mumbai,860275,Graduate,Business in Auto Parts,57818,3740,43363.5,5781.8,57.818,98,AA,-3.53,-1500.723
L756,Name 756,Mumbai,569113,Ph.D,FreeLancer,57228,1349,42921,5722.8,57.228,56,BB,-7.64,-1836.996
L757,Name 757,Mumbai,915650,Post Graduate,Non Profit Organization,42506,6295,31879.5,4250.6,42.506,28,AA,4.81,429.324
L758,Name 758,Mumbai,265466,Graduate,Business in HealthCare,78373,4548,58779.75,7837.3,78.373,43,BB,-4.20,-1060.79925
L759,Name 759,Mumbai,291732,Ph.D,Private,52431,5606,39323.25,5243.1,52.431,73,AA,0.69,198.68775
L760,Name 760,Mumbai,825118,Post Graduate,Business in Education,92685,2077,69513.75,9268.5,92.685,28,BB,-7.76,-1510.215
L761,Name 761,Mumbai,375447,Graduate,Government,39401,6619,29550.75,3940.1,39.401,47,AA,6.80,944.31225
L762,Name 762,Mumbai,955351,Ph.D,FreeLancer,83553,7177,62664.75,8355.3,83.553,1,BB,-1.41,-8.83725
L763,Name 763,Mumbai,473264,Post Graduate,Doctor,94262,3395,70696.5,9426.2,94.262,84,AA,-6.40,-3799.656
L764,Name 764,Mumbai,588281,Graduate,Business in HealthCare,60055,9361,45041.25,6005.5,60.055,1,BB,5.59,25.16625
L765,Name 765,Mumbai,124992,Ph.D,Business in Textile,33095,8039,24821.25,3309.5,33.095,82,AA,14.29,2908.6425
L766,Name 766,Mumbai,693890,Post Graduate,Private,47790,2934,35842.5,4779,47.79,35,BB,-3.86,-484.3125
L767,Name 767,Mumbai,714446,Graduate,Government,11469,8089,8601.75,1146.9,11.469,5,AA,60.53,260.32875
L768,Name 768,Mumbai,940544,Ph.D,Business in Auto Parts,87324,8728,65493,8732.4,87.324,48,BB,-0.01,-1.584
L769,Name 769,Mumbai,785072,Post Graduate,FreeLancer,96426,2226,72319.5,9642.6,96.426,83,AA,-7.69,-4616.8335
L770,Name 770,Mumbai,837162,Graduate,Non Profit Organization,83706,1270,62779.5,8370.6,83.706,74,BB,-8.48,-3940.833
L771,Name 771,Mumbai,636404,Ph.D,Business in HealthCare,85176,8480,63882,8517.6,85.176,37,AA,-0.04,-10.434
L772,Name 772,Mumbai,479832,Post Graduate,Private,33254,4563,24940.5,3325.4,33.254,95,BB,3.72,881.79
L773,Name 773,Mumbai,134919,Graduate,Business in Education,59462,2127,44596.5,5946.2,59.462,92,AA,-6.42,-2635.248
L774,Name 774,Mumbai,476986,Ph.D,Government,48768,6964,36576,4876.8,48.768,22,BB,4.28,344.388
L775,Name 775,Mumbai,822378,Post Graduate,FreeLancer,90616,1703,67962,9061.6,90.616,28,AA,-8.12,-1545.306
L776,Name 776,Mumbai,166613,Graduate,Doctor,73297,2134,54972.75,7329.7,73.297,38,BB,-7.09,-1480.7745
L777,Name 777,Mumbai,539860,Ph.D,Business in HealthCare,45829,7805,34371.75,4582.9,45.829,77,AA,7.03,1860.76275
L778,Name 778,Mumbai,364768,Post Graduate,Business in Textile,54742,6804,41056.5,5474.2,54.742,97,BB,2.43,967.4295
L779,Name 779,Mumbai,930325,Graduate,Private,81990,4261,61492.5,8199,81.99,74,AA,-4.80,-2185.59
L780,Name 780,Mumbai,141582,Ph.D,Government,18174,3142,13630.5,1817.4,18.174,93,BB,7.29,923.9085
L781,Name 781,Mumbai,538057,Post Graduate,Business in Auto Parts,57859,7384,43394.25,5785.9,57.859,42,AA,2.76,503.4015
L782,Name 782,Mumbai,398109,Graduate,FreeLancer,62181,2312,46635.75,6218.1,62.181,47,BB,-6.28,-1376.90025
L783,Name 783,Mumbai,981034,Ph.D,Non Profit Organization,59593,1257,44694.75,5959.3,59.593,98,AA,-7.89,-3456.1905
L784,Name 784,Mumbai,580731,Post Graduate,Business in HealthCare,32254,4295,24190.5,3225.4,32.254,11,BB,3.32,88.242
L785,Name 785,Mumbai,247273,Graduate,Private,95008,9286,71256,9500.8,95.008,22,AA,-0.23,-35.442
L786,Name 786,Mumbai,642172,Ph.D,Business in Education,86240,4403,64680,8624,86.24,70,BB,-4.89,-2216.025
L787,Name 787,Mumbai,382490,Post Graduate,Government,41840,6910,31380,4184,41.84,51,AA,6.52,1042.695
L788,Name 788,Mumbai,369788,Graduate,FreeLancer,56365,6075,42273.75,5636.5,56.365,25,BB,0.78,82.21875
L789,Name 789,Mumbai,961911,Ph.D,Doctor,36464,4509,27348,3646.4,36.464,61,AA,2.37,394.6395
L790,Name 790,Mumbai,734686,Post Graduate,Business in HealthCare,93660,5948,70245,9366,93.66,63,BB,-3.65,-1615.005
L791,Name 791,Mumbai,571310,Graduate,Business in Textile,52815,4486,39611.25,5281.5,52.815,61,AA,-1.51,-363.94125
L792,Name 792,Mumbai,642498,Ph.D,Private,42790,4236,32092.5,4279,42.79,4,BB,-0.10,-1.29
L793,Name 793,Mumbai,661142,Post Graduate,Government,75525,2359,56643.75,7552.5,75.525,49,AA,-6.88,-1908.61125
L794,Name 794,Mumbai,566298,Graduate,Business in Auto Parts,11856,3222,8892,1185.6,11.856,75,BB,17.18,1145.475
L795,Name 795,Mumbai,415564,Ph.D,FreeLancer,62566,6156,46924.5,6256.6,62.566,69,AA,-0.16,-52.0605
L796,Name 796,Mumbai,722525,Post Graduate,Non Profit Organization,69337,2848,52002.75,6933.7,69.337,59,BB,-5.89,-1807.92225
L797,Name 797,Mumbai,212105,Graduate,Business in HealthCare,24019,6839,18014.25,2401.9,24.019,80,AA,18.47,2662.26
L798,Name 798,Mumbai,709509,Ph.D,Private,33401,4838,25050.75,3340.1,33.401,78,BB,4.48,876.2715
L799,Name 799,Mumbai,396140,Post Graduate,Business in Education,61141,6019,45855.75,6114.1,61.141,28,AA,-0.16,-19.971
L800,Name 800,Mumbai,799758,Graduate,Government,65180,3662,48885,6518,65.18,47,BB,-4.38,-1006.74
L801,Name 801,Pune,448451,Graduate,Business in HealthCare,27640,5587,20730,2764,27.64,31,A,10.21,656.3475
L802,Name 802,Pune,366676,Ph.D,Business in Textile,38751,4762,29063.25,3875.1,38.751,54,AAA,2.29,359.1945
L803,Name 803,Pune,482888,Post Graduate,Private,76114,3470,57085.5,7611.4,76.114,35,A,-5.44,-1087.1175
L804,Name 804,Pune,993087,Graduate,Business in Education,37904,9399,28428,3790.4,37.904,84,AAA,14.80,3533.418
L805,Name 805,Pune,414621,Ph.D,Government,93728,8545,70296,9372.8,93.728,12,A,-0.88,-74.502
L806,Name 806,Pune,668692,Post Graduate,Business in Auto Parts,20147,8897,15110.25,2014.7,20.147,19,AAA,34.16,980.72775
L807,Name 807,Pune,540947,Graduate,FreeLancer,86375,8390,64781.25,8637.5,86.375,57,A,-0.29,-105.80625
L808,Name 808,Pune,264104,Ph.D,Doctor,43503,4325,32627.25,4350.3,43.503,58,AAA,-0.06,-11.0055
L809,Name 809,Pune,501889,Post Graduate,Non Profit Organization,66710,6341,50032.5,6671,66.71,75,A,-0.49,-185.625
L810,Name 810,Pune,506668,Graduate,Business in HealthCare,72495,8161,54371.25,7249.5,72.495,71,AAA,1.26,485.37375
L811,Name 811,Pune,272733,Ph.D,Private,76276,3337,57207,7627.6,76.276,17,A,-5.63,-547.0515
L812,Name 812,Pune,981030,Post Graduate,Business in Education,93590,4063,70192.5,9359,93.59,71,AAA,-5.66,-2820.12
L813,Name 813,Pune,827822,Graduate,Government,25537,7999,19152.75,2553.7,25.537,11,A,21.32,449.23725
L814,Name 814,Pune,659385,Ph.D,FreeLancer,23836,3130,17877,2383.6,23.836,50,AAA,3.13,279.9
L815,Name 815,Pune,278448,Post Graduate,Doctor,62984,6759,47238,6298.4,62.984,97,A,0.73,335.0865
L816,Name 816,Pune,206975,Graduate,Business in HealthCare,86754,6873,65065.5,8675.4,86.754,4,AAA,-2.08,-54.072
L817,Name 817,Pune,487203,Ph.D,Business in Textile,25973,3762,19479.75,2597.3,25.973,6,A,4.48,52.4115
L818,Name 818,Pune,330314,Post Graduate,Private,38307,6486,28730.25,3830.7,38.307,16,AAA,6.93,318.636
L819,Name 819,Pune,337849,Graduate,Government,21104,8207,15828,2110.4,21.104,29,A,28.89,1326.0105
L820,Name 820,Pune,227616,Ph.D,Business in Auto Parts,98231,7140,73673.25,9823.1,98.231,26,AAA,-2.73,-523.2045
L821,Name 821,Pune,470093,Post Graduate,FreeLancer,25515,3290,19136.25,2551.5,25.515,64,A,2.89,354.48
L822,Name 822,Pune,475733,Graduate,Non Profit Organization,18078,1211,13558.5,1807.8,18.078,80,AAA,-3.30,-358.08
L823,Name 823,Pune,167447,Ph.D,Business in HealthCare,81014,1244,60760.5,8101.4,81.014,59,A,-8.46,-3034.3995
L824,Name 824,Pune,660148,Post Graduate,Private,62735,9188,47051.25,6273.5,62.735,34,AAA,4.65,743.1975
L825,Name 825,Pune,390269,Graduate,Business in Education,30061,5986,22545.75,3006.1,30.061,24,A,9.91,536.382
L826,Name 826,Pune,481723,Ph.D,Government,12136,8688,9102,1213.6,12.136,31,AAA,61.59,1737.798
L827,Name 827,Pune,973550,Post Graduate,FreeLancer,13346,6069,10009.5,1334.6,13.346,39,A,35.47,1384.812
L828,Name 828,Pune,845843,Graduate,Doctor,78887,5773,59165.25,7888.7,78.887,81,AAA,-2.68,-1285.28775
L829,Name 829,Pune,254102,Ph.D,Business in HealthCare,82901,3907,62175.75,8290.1,82.901,49,A,-5.29,-1610.78925
L830,Name 830,Pune,160890,Post Graduate,Business in Textile,93724,3187,70293,9372.4,93.724,32,AAA,-6.60,-1484.496
L831,Name 831,Pune,144422,Graduate,Private,30914,6973,23185.5,3091.4,30.914,49,A,12.56,1426.488
L832,Name 832,Pune,596580,Ph.D,Government,79253,9606,59439.75,7925.3,79.253,11,AAA,2.12,138.65775
L833,Name 833,Pune,108669,Post Graduate,Business in Auto Parts,37034,7931,27775.5,3703.4,37.034,96,A,11.42,3043.872
L834,Name 834,Pune,896835,Graduate,FreeLancer,65286,5408,48964.5,6528.6,65.286,96,AAA,-1.72,-806.832
L835,Name 835,Pune,265434,Ph.D,Non Profit Organization,29314,4814,21985.5,2931.4,29.314,48,A,6.42,677.736
L836,Name 836,Pune,767679,Post Graduate,Business in HealthCare,95186,3702,71389.5,9518.6,95.186,63,AAA,-6.11,-2748.3435
L837,Name 837,Pune,847471,Graduate,Private,31655,7765,23741.25,3165.5,31.655,71,A,14.53,2449.23375
L838,Name 838,Pune,976598,Ph.D,Business in Education,28873,9290,21654.75,2887.3,28.873,80,AAA,22.18,3841.62
L839,Name 839,Pune,949018,Post Graduate,Government,23519,9325,17639.25,2351.9,23.519,56,A,29.65,2928.702
L840,Name 840,Pune,864448,Graduate,FreeLancer,21811,5332,16358.25,2181.1,21.811,41,AAA,14.45,968.90175
L841,Name 841,Pune,380264,Ph.D,Doctor,22934,8515,17200.5,2293.4,22.934,79,A,27.13,3686.298
L842,Name 842,Pune,968228,Post Graduate,Business in HealthCare,69986,5244,52489.5,6998.6,69.986,69,AAA,-2.51,-908.0055
L843,Name 843,Pune,370508,Graduate,Business in Textile,71080,4868,53310,7108,71.08,59,A,-3.15,-991.2
L844,Name 844,Pune,772215,Ph.D,Private,98986,6364,74239.5,9898.6,98.986,32,AAA,-3.57,-848.304
L845,Name 845,Pune,579024,Post Graduate,Government,87517,2995,65637.75,8751.7,87.517,51,A,-6.58,-2201.93775
L846,Name 846,Pune,337642,Graduate,Business in Auto Parts,55122,3653,41341.5,5512.2,55.122,35,AAA,-3.37,-488.04
L847,Name 847,Pune,845059,Ph.D,FreeLancer,40799,9339,30599.25,4079.9,40.799,68,A,12.89,2682.141
L848,Name 848,Pune,821825,Post Graduate,Non Profit Organization,93481,1259,70110.75,9348.1,93.481,14,AAA,-8.65,-849.3555
L849,Name 849,Pune,672736,Graduate,Business in HealthCare,21603,4142,16202.25,2160.3,21.603,80,A,9.17,1189.02
L850,Name 850,Pune,947014,Ph.D,Private,55299,9682,41474.25,5529.9,55.299,78,AAA,7.51,2428.9785
L851,Name 851,Pune,849454,Post Graduate,Business in Education,79871,8656,59903.25,7987.1,79.871,91,A,0.84,456.52425
L852,Name 852,Pune,189745,Graduate,Government,42410,4894,31807.5,4241,42.41,45,AAA,1.54,220.3875
L853,Name 853,Pune,537624,Ph.D,FreeLancer,29725,3192,22293.75,2972.5,29.725,32,A,0.74,52.68
L854,Name 854,Pune,272428,Post Graduate,Doctor,31021,5170,23265.75,3102.1,31.021,84,AAA,6.67,1302.777
L855,Name 855,Pune,113725,Graduate,Business in HealthCare,70984,9152,53238,7098.4,70.984,92,A,2.89,1416.984
L856,Name 856,Pune,581492,Ph.D,Business in Textile,48939,5493,36704.25,4893.9,48.939,89,AAA,1.22,399.89925
L857,Name 857,Pune,829703,Post Graduate,Private,59073,1604,44304.75,5907.3,59.073,48,A,-7.28,-1549.188
L858,Name 858,Pune,268276,Graduate,Government,81338,3141,61003.5,8133.8,81.338,10,AAA,-6.14,-374.46
L859,Name 859,Pune,915581,Ph.D,Business in Auto Parts,25514,4940,19135.5,2551.4,25.514,26,A,9.36,465.777
L860,Name 860,Pune,858132,Post Graduate,FreeLancer,17833,5182,13374.75,1783.3,17.833,41,AAA,19.06,1045.10025
L861,Name 861,Pune,764273,Graduate,Non Profit Organization,78523,5104,58892.25,7852.3,78.523,49,A,-3.50,-1010.00025
L862,Name 862,Pune,249218,Ph.D,Business in HealthCare,48563,4620,36422.25,4856.3,48.563,60,AAA,-0.49,-106.335
L863,Name 863,Pune,143639,Post Graduate,Private,28011,4578,21008.25,2801.1,28.011,80,A,6.34,1066.14
L864,Name 864,Pune,530335,Graduate,Business in Education,29591,5975,22193.25,2959.1,29.591,41,AAA,10.19,927.38925
L865,Name 865,Pune,176180,Ph.D,Government,49944,8151,37458,4994.4,49.944,44,A,6.32,1041.678
L866,Name 866,Pune,624334,Post Graduate,FreeLancer,94404,2385,70803,9440.4,94.404,73,AAA,-7.47,-3862.8315
L867,Name 867,Pune,129778,Graduate,Doctor,33506,2425,25129.5,3350.6,33.506,20,A,-2.76,-138.84
L868,Name 868,Pune,687072,Ph.D,Business in HealthCare,49444,3515,37083,4944.4,49.444,38,AAA,-2.89,-407.379
L869,Name 869,Pune,235443,Post Graduate,Business in Textile,15218,4642,11413.5,1521.8,15.218,12,A,20.50,280.818
L870,Name 870,Pune,946051,Graduate,Private,79664,2458,59748,7966.4,79.664,72,AAA,-6.91,-2974.536
L871,Name 871,Pune,882842,Ph.D,Government,24868,8458,18651,2486.8,24.868,45,A,24.01,2015.28
L872,Name 872,Pune,152834,Post Graduate,Business in Auto Parts,19437,7788,14577.75,1943.7,19.437,40,AAA,30.07,1753.29
L873,Name 873,Pune,933953,Graduate,FreeLancer,50372,8813,37779,5037.2,50.372,5,A,7.50,141.5925
L874,Name 874,Pune,696392,Ph.D,Non Profit Organization,46051,6385,34538.25,4605.1,46.051,42,AAA,3.87,560.6685
L875,Name 875,Pune,973334,Post Graduate,Business in HealthCare,86179,3522,64634.25,8617.9,86.179,88,A,-5.91,-3363.294
L876,Name 876,Pune,136926,Graduate,Private,50194,8337,37645.5,5019.4,50.194,64,AAA,6.61,1592.448
L877,Name 877,Pune,945493,Ph.D,Business in Education,28127,7971,21095.25,2812.7,28.127,1,A,18.34,38.68725
L878,Name 878,Pune,462986,Post Graduate,Government,47363,4611,35522.25,4736.3,47.363,13,AAA,-0.26,-12.21675
